GENEID	R3452	R3462	R3485	R2869	R3098	R3467
MIR3910-1	0	0	0	0	0	0
MIR3910-2	0	0	0	0	0	0
ROR2	32	85	210	71	42	68
SPTLC1	3924	4988	4710	4469	1093	3460
LOC100128076	6	2	0	22	5	6
LINC00475	1	0	0	0	0	0
IARS	9766	11170	13019	6022	733	8177
MIR3651	0	0	0	0	0	0
SNORA84	0	0	0	0	0	0
NOL8	3428	4126	4224	1517	332	1351
CENPP	230	284	261	67	21	194
OGN	428	1593	4043	128	613	260
OMD	28	183	318	209	327	165
ASPN	82	269	726	30	142	83
ECM2	95	280	516	164	482	213
MIR4670	0	0	0	0	0	0
IPPK	1359	1621	1604	697	123	714
LOC100128361	382	460	358	49	26	94
BICD2	7809	9385	8983	2745	649	3562
ANKRD19P	203	429	425	1029	308	970
ZNF484	1457	2278	2046	352	102	439
FGD3	1285	3173	2444	118	63	98
SUSD3	18	19	16	50	0	18
C9orf89	510	563	561	745	314	409
NINJ1	335	287	276	898	407	545
WNK2	15088	14740	12457	5713	582	8554
C9orf129	788	904	1021	1061	221	1064
FAM120AOS	1362	2065	1971	2038	755	1636
FAM120A	4662	6316	4888	4860	1582	4970
PHF2	13302	15775	12970	2780	1221	2256
MIR4291	0	0	0	0	0	0
BARX1	2	0	0	2	0	6
PTPDC1	1298	1487	1489	1469	156	982
MIRLET7A1	1	1	0	1	0	1
MIRLET7F1	2	2	3	9	0	0
LOC158257	87	88	99	30	11	36
MIRLET7D	4	4	11	6	4	2
ZNF169	658	801	1097	299	36	272
FAM22F	5	13	6	2	1	0
LOC100132077	112	246	117	19	5	64
HIATL1	2731	3139	2676	2952	1006	1920
FBP2	0	0	0	2	0	2
FBP1	0	2	7	19	10	12
C9orf3	434	477	430	1075	244	966
MIR2278	0	1	0	0	0	0
MIR23B	3	1	0	1	0	4
MIR27B	1	3	6	5	1	1
MIR3074	2	1	0	0	1	2
MIR24-1	0	0	0	0	0	0
FANCC	1705	2470	1974	225	63	195
PTCH1	2546	4374	3245	1530	807	1231
LOC100507346	15	32	9	2	2	8
LINC00476	928	842	1584	690	254	640
C9orf102	1149	1532	1356	97	64	456
LINC00092	0	2	8	311	307	143
LOC158435	19	16	16	50	13	46
LOC158434	0	5	3	10	18	6
HSD17B3	0	9	3	168	14	41
SLC35D2	75	189	82	648	134	251
ZNF367	920	1082	392	256	36	136
HABP4	2075	2757	3664	13544	2236	11064
CDC14B	1113	3077	1794	2612	1211	1801
C9orf21	53	122	133	209	84	178
LOC441455	23	86	111	98	6	56
ZNF510	5245	6111	6256	1270	208	1610
ZNF782	1106	1146	1212	213	69	372
LOC100132781	31	54	24	2	0	8
LOC441454	193	256	191	40	2	44
FAM22G	61	94	35	20	12	6
HIATL2	509	506	542	124	30	114
CTSL2	74	275	33	55	16	35
LOC340508	0	12	3	101	15	55
LOC100499484	61	76	101	77	32	73
BDAG1	1	8	6	0	1	1
C9orf174	2	0	4	2	0	0
LOC286359	517	875	9	1	1	2
TDRD7	2886	2684	5396	1840	407	1479
TMOD1	6593	5097	8930	1606	272	2219
TSTD2	4785	5068	4826	601	135	849
NCBP1	7661	9542	10050	2154	682	2396
XPA	1845	2043	2451	1081	409	988
FOXE1	8	4	3	0	0	2
C9orf156	730	748	621	434	198	423
HEMGN	67	74	20	6	4	10
ANP32B	5220	6497	2877	2591	1167	1165
NANS	1048	1320	1736	1019	182	943
TRIM14	791	671	692	532	332	827
CORO2A	1269	842	1674	718	84	815
TBC1D2	494	634	602	1157	130	420
GABBR2	13276	10612	30671	17610	1522	27904
ANKS6	2004	2116	1808	1426	393	1106
GALNT12	209	290	299	179	39	127
COL15A1	750	1690	3139	85	90	133
TGFBR1	9789	12570	11820	676	416	563
ALG2	1338	1729	1827	1142	235	965
SEC61B	2368	2811	3093	897	539	816
NR4A3	2970	1567	5881	373	450	926
LOC441461	11	16	11	9	29	14
STX17	3431	3989	4258	1791	650	2098
ERP44	4541	5256	6856	1650	540	1826
INVS	1248	1703	1356	369	121	528
TEX10	3067	3622	3811	824	162	867
C9orf30	1544	1927	2196	547	179	500
C9orf30-TMEFF1	0	0	0	0	0	0
TMEFF1	356	439	372	89	5	105
MURC	740	1969	1305	128	30	143
LPPR1	10420	9136	11451	1344	588	995
BAAT	16	34	82	80	6	144
MRPL50	1288	1674	1627	788	211	845
ZNF189	3275	4985	4101	2004	320	2052
ALDOB	41	62	88	106	9	83
C9orf125	2468	3680	4781	1997	145	3581
RNF20	8183	9767	9065	3367	1070	3239
GRIN3A	607	1210	5235	1210	59	1876
PPP3R2	2	4	14	2	0	8
CYLC2	0	0	0	0	0	0
SMC2	3806	5241	2742	1099	247	1539
OR13F1	0	1	0	0	0	2
OR13C4	0	0	0	0	0	0
OR13C3	0	0	0	0	0	0
OR13C8	0	0	0	0	0	0
OR13C5	0	0	3	4	0	1
OR13C2	0	0	2	0	0	0
OR13C9	1	2	0	0	0	2
OR13D1	0	0	2	0	0	2
NIPSNAP3A	3019	3850	5323	1773	573	1021
NIPSNAP3B	692	990	1459	508	75	397
LOC286367	1085	1039	1477	417	100	346
ABCA1	1934	7805	3904	819	767	602
SLC44A1	6688	6864	7308	7856	1280	4814
FSD1L	7642	10280	13246	899	197	1681
FKTN	3668	4456	4985	1444	380	1834
TAL2	124	280	580	3	4	2
TMEM38B	709	846	836	523	174	219
ZNF462	14158	12940	9554	565	248	716
MIR548Q	1	1	0	0	0	0
RAD23B	17877	22287	26057	10632	1802	9952
KLF4	500	470	596	265	391	638
ACTL7B	0	0	0	0	0	0
ACTL7A	2	2	0	0	0	0
IKBKAP	10223	12003	13188	3797	715	5175
FAM206A	1353	1156	1404	1389	346	1206
CTNNAL1	1076	1029	849	804	365	668
C9orf5	10746	12869	19748	7777	1444	9283
MIR32	3	0	1	0	0	0
C9orf4	1640	1663	3451	425	70	1955
EPB41L4B	367	357	867	3528	555	4739
PTPN3	755	444	1383	1396	85	2719
PALM2	5421	6108	18936	2417	246	3879
PALM2-AKAP2	1	1	2	0	0	4
AKAP2	23	19	23	0	2	4
C9orf152	10	12	16	0	0	6
TXN	3164	5611	7986	3725	1467	2807
TXNDC8	0	0	0	2	0	0
SVEP1	190	1470	4155	285	41	580
MUSK	2	4	6	16	0	8
LPAR1	872	1102	1900	8028	3754	3707
OR2K2	9	9	18	2	0	0
KIAA0368	10962	13260	18851	9424	1861	12083
ZNF483	369	879	678	192	84	786
PTGR1	520	1239	971	497	326	1855
C9orf29	0	0	1	0	0	0
DNAJC25	685	780	1079	664	91	599
DNAJC25-GNG10	0	0	0	0	0	0
GNG10	46	34	35	36	35	36
C9orf84	59	75	73	14	8	8
UGCG	1798	1935	2403	461	28	1007
MIR4668	5	6	1	1	0	1
MIR3134	0	0	0	0	0	0
SUSD1	1257	2499	2506	793	108	1127
PTBP3	4226	6312	7168	1457	414	2121
HSDL2	1692	3195	1413	3376	2761	1819
KIAA1958	524	1211	807	125	39	154
C9orf80	1725	2140	3195	884	161	1010
SNX30	4207	7134	8345	3602	515	4822
SLC46A2	8	30	23	25	6	74
ZNF883	1930	2576	2689	336	114	592
ZFP37	2505	3327	3590	301	68	335
LINC00256B	0	0	0	0	4	0
LINC00256A	0	0	0	30	6	10
SLC31A2	422	605	660	3061	204	1000
FKBP15	3276	4021	3195	1672	422	1628
SLC31A1	1780	2480	1990	1180	520	1228
CDC26	570	626	600	528	170	303
PRPF4	3422	4046	3753	1338	332	1288
RNF183	5	6	0	0	3	1
WDR31	313	430	426	211	86	342
BSPRY	0	0	2	69	62	126
HDHD3	601	604	650	497	250	371
ALAD	5305	4811	4733	6524	2172	4463
POLE3	4725	4937	4980	2238	462	1954
C9orf43	21	31	7	24	13	5
RGS3	992	1642	802	1155	569	804
ZNF618	2856	4828	3984	319	240	451
AMBP	11	8	8	2	2	3
KIF12	78	43	44	228	54	180
COL27A1	1238	1208	423	421	466	544
MIR455	0	1	0	0	0	0
ORM1	0	2	0	0	0	0
ORM2	0	6	0	2	1	0
AKNA	977	2089	919	687	542	704
DFNB31	498	1013	94	1668	224	881
ATP6V1G1	5400	7098	5969	4369	1390	3173
C9orf91	2863	4114	6240	4838	448	4871
LOC100505478	1	0	3	4	0	3
TNFSF15	8	24	20	10	6	14
TNFSF8	10	20	6	8	2	10
TNC	12475	24145	2703	518	29	447
DEC1	1	0	1	0	0	2
LINC00474	0	0	0	0	0	0
PAPPA	2	68	60	35	3	58
ASTN2	1280	4417	4427	2527	618	2059
LOC100128505	0	7	9	2	0	0
TRIM32	2777	3370	3792	1104	120	1427
SNORA70C	0	1	0	0	0	0
TLR4	257	468	537	929	797	505
DBC1	6551	2833	8931	5938	1031	7841
MIR147A	0	0	0	0	0	0
CDK5RAP2	9250	11061	7487	1826	674	1652
MEGF9	14325	16813	19834	8349	1691	8752
FBXW2	12232	15041	17779	3244	841	4955
LOC100288842	59	65	36	15	2	5
PSMD5	2553	3341	3484	1821	266	1612
LOC253039	3389	4584	4488	2237	367	1795
PHF19	2357	2863	813	1124	667	527
TRAF1	930	1450	848	1028	276	400
C5	684	970	480	330	199	282
CNTRL	3710	4966	3163	586	236	565
RAB14	14397	17218	22990	10718	2219	10603
GSN	1297	1682	1297	11429	4742	5327
STOM	1476	1810	1362	4352	4488	2464
GGTA1P	66	97	276	729	484	261
DAB2IP	11252	12403	13817	5993	2223	7023
TTLL11	1117	1174	1628	682	120	1137
MIR4478	0	0	0	0	0	2
NDUFA8	2503	2689	3053	3718	1155	2859
MORN5	7	24	34	44	22	30
LHX6	2520	5597	4498	1757	120	1637
RBM18	4121	5431	5664	2270	445	2346
MRRF	1155	1417	1381	698	209	593
PTGS1	48	71	53	145	16	197
OR1J1	0	0	0	0	0	0
OR1J2	0	0	0	2	0	0
OR1J4	0	0	0	0	0	0
OR1N1	0	0	0	2	0	0
OR1N2	0	1	0	0	0	0
OR1L8	3	3	13	10	0	12
OR1Q1	0	0	0	2	2	0
OR1B1	0	0	0	0	0	0
OR1L1	0	0	0	2	0	0
OR1L3	0	0	0	6	1	2
OR1L4	0	2	0	0	0	0
OR1L6	0	1	0	0	0	0
OR5C1	0	2	4	2	0	0
OR1K1	2	2	0	4	0	1
PDCL	3846	4388	3720	1131	450	899
RC3H2	6827	7871	8950	422	149	1861
SNORD90	1	2	0	0	0	0
ZBTB6	4204	4799	6903	904	198	731
ZBTB26	997	1528	1057	173	50	227
RABGAP1	11444	13516	14666	7077	1779	7300
GPR21	622	617	915	106	8	263
MIR600HG	6482	6993	9682	3902	469	4938
MIR600	0	0	0	0	0	0
STRBP	9796	11798	14938	3418	328	5177
CRB2	1450	1671	147	1372	627	774
DENND1A	4542	4035	4744	3986	1055	3667
MIR601	2	3	1	0	0	0
LHX2	22242	13642	11636	3270	2136	1857
NEK6	3957	3564	2252	1403	1230	871
PSMB7	5793	6247	6558	3665	546	2952
LOC100129034	8585	6877	4713	2501	2091	1803
GPR144	3	0	0	0	2	0
NR5A1	4	0	14	2	0	0
NR6A1	103	123	110	22	6	59
MIR181A2HG	24	49	58	4	4	10
MIR181A2	0	5	2	0	0	2
MIR181B2	2	2	0	0	0	0
OLFML2A	322	767	1051	196	552	264
WDR38	1	6	2	2	10	2
RPL35	14252	15405	12751	5417	5361	3934
ARPC5L	2173	2140	2704	4137	728	3876
GOLGA1	3073	3339	3343	1734	542	1438
SCAI	8468	12387	14996	4642	529	7819
PPP6C	6248	6781	7360	5243	1401	4458
RABEPK	1942	2140	2816	1567	420	1193
HSPA5	14521	25650	21989	12094	3951	11110
GAPVD1	6291	8066	7845	2843	674	3389
MAPKAP1	5349	5388	6309	5017	2153	4461
PBX3	2234	2025	735	580	195	394
FAM125B	11238	11642	13215	4943	1290	2894
NRON	5	20	10	2	0	0
LMX1B	0	4	16	0	0	2
ZBTB43	3985	4479	4499	1648	403	1622
ZBTB34	9851	9736	16526	882	242	932
RALGPS1	23325	24322	35193	3174	549	3856
ANGPTL2	658	1263	517	1003	349	690
GARNL3	3581	5436	5979	2435	713	3196
SLC2A8	916	1046	780	1163	395	1067
ZNF79	917	1005	806	159	29	181
RPL12	26626	27305	22883	5508	4173	3784
SNORA65	43	57	40	5	4	9
LRSAM1	4201	4457	4635	3122	556	2220
FAM129B	6927	6850	5290	1277	1566	866
STXBP1	44217	45136	62056	64606	3541	76361
MIR3911	203	221	104	70	6	122
C9orf117	176	314	249	45	26	73
PTRH1	260	336	303	359	123	314
TTC16	0	0	7	33	40	11
TOR2A	1324	1293	1082	541	180	409
SH2D3C	1814	1873	2103	1643	320	1362
MIR3960	0	0	0	3	1	3
MIR2861	0	0	0	2	0	0
CDK9	8013	8206	7128	4922	1512	3254
FPGS	2436	2201	1701	1084	558	715
ENG	1473	2113	1604	2019	1303	1731
AK1	3652	5199	6183	3708	1513	2579
MIR4672	0	0	1	0	0	1
ST6GALNAC6	3880	4487	5328	11561	5587	9712
ST6GALNAC4	861	656	887	523	332	491
PIP5KL1	265	287	347	143	16	102
DPM2	1550	1666	1733	1836	511	832
FAM102A	2170	3003	2277	10220	2364	6844
NAIF1	802	930	755	357	102	265
SLC25A25	4852	5155	4822	3426	651	3427
LOC100289019	2477	2176	1948	499	83	287
PTGES2	2094	1830	2172	3655	943	3373
LOC389791	6	4	14	14	6	28
LCN2	29	58	0	2	8	10
C9orf16	2688	2549	2358	3039	1959	2756
CIZ1	10943	13584	11240	6008	1336	5226
DNM1	11117	13321	17886	69874	3626	70228
MIR199B	1	5	1	4	0	3
MIR3154	1	0	0	0	0	0
GOLGA2	6947	8109	7880	4361	989	4237
SWI5	336	370	251	428	241	286
TRUB2	1825	2073	2360	2287	518	1997
COQ4	2533	2446	2156	1470	545	1070
SLC27A4	3355	2983	3827	3838	547	3791
URM1	2581	2939	2886	2671	990	1926
MIR219-2	0	0	0	14	0	4
MIR2964A	0	0	0	0	0	0
CERCAM	1292	2474	2243	12571	1210	9218
ODF2	4505	5526	4557	1542	364	1355
GLE1	4086	4031	3620	1419	298	1247
SPTAN1	155244	183457	214211	53168	8830	65781
WDR34	2830	2747	1800	935	356	640
SET	43786	50404	55988	11196	3522	10619
PKN3	535	518	115	171	70	118
ZDHHC12	106	151	179	160	77	105
LOC100506100	72	125	97	66	17	46
ZER1	7293	7713	8244	12168	2457	11347
TBC1D13	2811	3894	3355	3899	1016	2908
ENDOG	177	125	174	262	51	176
C9orf114	3218	3878	2806	1616	553	1250
CCBL1	1368	1439	1232	1106	278	865
LRRC8A	5850	6819	5851	7168	5104	5255
PHYHD1	170	149	44	848	485	119
DOLK	792	800	983	653	212	553
NUP188	6487	7864	5349	1518	484	1419
SH3GLB2	4639	4542	6232	13039	3193	10427
FAM73B	2156	2410	2070	2413	611	2117
DOLPP1	2043	2252	1995	1019	292	630
CRAT	3593	4122	3960	3561	1581	2648
PPP2R4	8465	8853	10767	14054	4087	12413
IER5L	3138	2306	2497	815	242	765
C9orf106	5	1	3	2	0	10
LOC100506190	377	305	235	252	143	240
C9orf50	7	14	10	40	20	25
METTL11A	629	686	580	714	115	609
ASB6	4047	4426	4030	2519	698	2284
PRRX2	2	4	18	6	16	0
PTGES	208	76	98	187	96	218
TOR1B	3901	4965	4758	945	338	902
TOR1A	4035	4251	5029	2218	458	2163
C9orf78	5622	6636	7137	3734	1323	2589
USP20	5419	6172	5349	3748	807	3056
FNBP1	10555	13700	9548	7708	2021	4426
GPR107	10484	12349	13482	5429	1511	5841
NCS1	24788	32973	41366	48884	12513	45568
ASS1	118	481	509	2821	765	2339
LOC100272217	103	168	76	208	32	136
FUBP3	5963	6091	4884	3662	1486	2133
PRDM12	26	44	42	50	10	43
EXOSC2	3582	4178	3356	1150	281	992
ABL1	12838	17690	10749	3674	1611	2509
QRFP	8	25	13	2	0	0
FIBCD1	182	429	193	241	14	125
LAMC3	420	558	1332	213	527	367
AIF1L	4260	7497	2665	11246	4277	5225
NUP214	6198	7998	5983	2471	513	2286
FAM78A	341	376	344	840	165	961
PPAPDC3	341	327	519	1257	317	1085
PRRC2B	88315	117629	121506	20163	4717	28759
SNORD62B	0	0	0	0	0	0
SNORD62A	0	0	0	0	0	0
POMT1	6810	7547	6543	2265	713	2229
UCK1	3338	3413	2955	2535	1419	1838
RAPGEF1	15660	15963	19314	7338	2009	7542
MED27	1697	1342	1369	976	185	705
NTNG2	7344	352	433	2614	861	1717
SETX	9538	13178	14035	3709	1107	5005
TTF1	2274	2535	2437	877	251	948
C9orf171	2	4	6	0	1	2
BARHL1	10	14	3	0	0	0
DDX31	1257	1675	1358	328	106	241
GTF3C4	3501	4623	4547	407	114	1070
AK8	77	62	128	159	45	116
C9orf9	289	215	298	359	77	222
TSC1	12131	17167	15289	5030	1087	6968
GFI1B	4	8	0	0	0	2
GTF3C5	5953	6406	4918	2537	700	1565
CEL	251	427	254	62	22	47
CELP	5	1	11	0	0	0
RALGDS	20083	20333	23899	6292	1802	4646
GBGT1	309	158	254	184	126	151
OBP2B	0	0	0	2	0	1
ABO	6	11	23	59	58	36
SURF6	4755	4938	4802	2110	602	1652
MED22	3363	3920	3148	1484	781	1064
RPL7A	54835	57611	50270	13676	6399	10570
SNORD24	18	34	37	3	2	2
SNORD36B	23	29	32	5	0	4
SNORD36A	178	198	137	70	23	31
SNORD36C	41	62	62	14	11	8
SURF1	866	1091	1123	1184	970	823
SURF2	869	891	907	905	264	678
SURF4	6895	7848	7864	5530	1390	4397
C9orf96	230	338	207	187	62	155
REXO4	3634	3361	3639	1393	401	1061
ADAMTS13	1564	1014	1287	1091	284	1065
C9orf7	5542	4625	4237	652	487	407
SLC2A6	1271	1523	2177	1890	303	1465
TMEM8C	0	0	0	2	0	5
ADAMTSL2	175	259	180	576	96	450
FAM163B	517	220	551	1633	104	1468
DBH	165	169	166	175	39	212
SARDH	237	253	234	285	267	162
VAV2	16059	15997	16063	1021	747	932
LINC00094	4456	4793	6279	3445	1201	3737
BRD3	18504	17885	18035	1811	605	1912
WDR5	6012	5927	5874	2221	622	1842
RNU6ATAC	8	16	10	4	3	6
RXRA	3794	3196	1652	4121	2292	2931
MIR4669	0	1	0	0	0	0
COL5A1	1051	1886	2517	400	225	634
MIR3689A	0	0	0	0	0	0
MIR3689C	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0
MIR3689B	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0
FCN2	10	13	0	7	5	0
FCN1	0	11	2	12	12	13
OLFM1	13008	10459	17150	47053	11593	57235
LOC401557	0	0	0	4	7	23
LOC100506599	810	488	613	218	39	192
PPP1R26	6665	7026	8191	3035	1520	2996
C9orf116	64	156	194	284	88	145
MRPS2	2534	2674	2569	1647	501	1132
LCN1	0	0	0	13	13	12
OBP2A	0	0	0	14	6	0
PAEP	0	0	0	0	0	2
LOC100130954	0	0	0	0	0	1
GLT6D1	0	0	0	0	0	4
LCN9	0	0	0	0	0	0
SOHLH1	3	7	14	1837	350	1370
KCNT1	575	790	1240	5366	652	7326
CAMSAP1	26569	34628	37158	4806	803	6586
UBAC1	2729	2812	3265	2404	1250	1889
NACC2	1253	1478	956	8482	5994	4589
C9orf69	2422	2383	3058	2919	856	2462
LHX3	0	2	4	2	0	2
QSOX2	4507	4109	2820	1088	286	1175
DKFZP434A062	33	32	12	37	20	24
GPSM1	17642	15085	14764	2881	1245	2838
DNLZ	276	256	413	334	156	242
CARD9	72	58	47	121	60	94
SNAPC4	3250	3466	2760	1666	299	1576
SDCCAG3	3431	3411	3145	979	367	831
PMPCA	3479	4285	3455	2903	872	2575
INPP5E	4537	4395	3423	1554	435	1440
SEC16A	11303	13826	11308	4241	1154	3935
C9orf163	109	107	84	54	8	38
NOTCH1	9711	9747	2046	2605	1343	1572
MIR4673	0	0	0	0	1	0
MIR4674	2	1	2	0	0	0
EGFL7	859	782	948	3384	1519	2397
MIR126	0	1	0	9	2	8
AGPAT2	146	37	78	468	245	307
FAM69B	3718	3353	3407	2169	603	1893
SNHG7	2320	1843	1672	910	351	566
SNORA43	0	0	0	0	0	0
SNORA17	0	0	0	0	0	0
LCN10	1	5	1	22	6	12
LCN6	0	2	0	2	8	2
LOC100128593	0	4	6	14	3	6
LCN8	0	0	0	9	2	13
LCN15	3	0	2	57	70	88
TMEM141	580	712	685	1703	536	1138
KIAA1984	362	307	286	183	57	183
LOC100131193	254	245	207	135	27	189
C9orf86	8865	8440	7574	9903	2806	8312
MIR4292	91	92	48	21	3	35
C9orf172	796	805	1212	2532	192	2600
PHPT1	3579	4006	4632	2187	1338	1863
MAMDC4	2465	3242	1826	428	205	395
EDF1	10556	13288	12443	9026	3061	6635
TRAF2	1228	1529	1226	774	225	553
MIR4479	7	4	4	3	0	2
FBXW5	5525	5274	4961	6059	2014	5306
C8G	11	28	17	42	15	21
LCN12	26	26	14	271	174	67
PTGDS	1061	4407	3654	45341	30112	15232
LCNL1	79	41	137	1579	488	429
C9orf142	2197	1820	1581	774	818	589
CLIC3	4	2	3	28	62	24
ABCA2	14301	14710	15601	53244	4096	32476
C9orf139	62	111	123	51	2	23
FUT7	38	36	56	9	8	7
NPDC1	9768	7359	7000	7953	2595	6641
ENTPD2	96	41	66	419	380	237
SAPCD2	1106	931	248	710	570	664
UAP1L1	38	50	34	1303	425	844
LOC100289341	66	60	105	267	47	125
MAN1B1	4401	4613	4434	3638	707	3130
DPP7	904	2536	1802	4305	1723	3133
GRIN1	13933	12496	19357	47435	4351	51774
LRRC26	48	10	7	4	0	2
MIR3621	0	0	0	0	0	0
ANAPC2	3588	3685	3335	2464	612	2241
SSNA1	1646	1812	1752	1895	732	1376
TPRN	1100	1321	1290	2007	383	1077
TMEM203	2295	2560	2686	1919	477	1777
NDOR1	4103	3874	2314	1610	525	970
RNF208	950	938	1059	3058	836	1906
C9orf169	25	49	81	84	48	22
RNF224	54	44	77	30	18	30
SLC34A3	59	123	116	52	10	47
TUBB4B	9016	11167	11975	11519	2035	7875
FAM166A	11	8	8	12	9	14
LOC100129722	0	4	7	23	2	15
C9orf173	3	6	5	14	8	5
COBRA1	7243	8755	8177	4722	1734	3756
C9orf167	108	103	98	74	66	61
NRARP	588	919	528	690	879	510
EXD3	4097	3521	3018	924	363	782
NOXA1	623	923	645	1488	466	1062
ENTPD8	11	30	27	4	2	5
NELF	26175	22765	42151	26815	10530	25088
PNPLA7	654	861	655	2524	584	1532
MRPL41	1802	1139	1319	2937	2302	2106
WDR85	2262	2365	1902	1149	330	715
ZMYND19	2009	2033	2326	1054	266	792
ARRDC1	2232	2011	1884	1133	381	890
C9orf37	1473	1235	1171	762	305	411
EHMT1	10330	11511	9659	1990	981	1409
FLJ40292	20	44	21	21	12	12
MIR602	3	4	1	0	0	0
CACNA1B	14042	15464	22167	5599	481	7756
TUBBP5	51	60	196	85	10	56
FAM157B	0	4	1	0	0	1
FLJ43315	0	0	0	0	0	0
LINC00281	0	0	0	0	0	0
LOC100233156	4	0	0	119	23	32
LOC389834	16	0	4	227	17	14
LOC283788	762	709	507	157	22	216
LOC100507412	0	0	0	0	0	0
RN45S	7637	5858	10124	2334	1502	1529
RN5-8S1	0	0	0	0	0	0
PLCXD1	191	168	281	32	16	30
GTPBP6	102	56	192	62	18	19
PPP2R3B-AS1	10	14	26	11	11	0
PPP2R3B	118	77	78	16	9	12
SHOX	0	0	0	0	0	0
CRLF2	0	0	2	0	0	0
CSF2RA	9	4	0	3	0	2
MIR3690	0	0	0	0	0	0
IL3RA	59	93	89	12	12	10
SLC25A6	1091	712	1218	516	127	246
ASMTL-AS1	24	21	23	4	6	6
ASMTL	124	76	187	165	24	88
P2RY8	0	0	0	0	4	0
AKAP17A	83	59	98	50	11	15
ASMT	0	0	4	2	0	0
DHRSX	20	34	27	7	0	3
ZBED1	143	99	212	42	11	10
CD99P1	8	7	2	0	2	0
LINC00102	0	0	0	0	0	0
CD99	164	144	103	241	110	56
XG	2	2	0	2	0	0
XGPY2	0	0	0	0	0	0
GYG2	521	1233	1004	557	157	432
ARSD	1371	3084	1467	626	263	259
ARSE	142	171	137	124	130	56
ARSH	6	5	0	5	0	2
ARSF	138	204	156	190	127	80
CXorf28	0	6	2	12	0	10
MXRA5	251	533	1249	34	117	164
PRKX	5724	10461	3999	398	279	400
LOC389906	1010	1247	1348	88	42	103
NLGN4X	8986	8061	10171	2205	673	3384
MIR4770	0	0	0	0	0	0
VCX3A	0	0	1	6	0	2
HDHD1	1194	1372	1138	605	256	685
MIR4767	3	3	3	1	0	26
STS	1701	2508	3537	2692	470	6829
VCX	2	3	6	2	3	4
PNPLA4	573	337	456	792	442	906
MIR651	0	0	0	0	0	0
VCX2	0	0	0	0	0	0
VCX3B	0	3	2	1	9	3
KAL1	1653	2463	1220	1366	620	1131
FAM9A	0	0	0	0	0	4
FAM9B	0	0	0	2	0	0
TBL1X	1179	1675	509	1339	1071	817
GPR143	11	67	37	327	301	106
SHROOM2	2756	5485	5732	2711	334	3301
LOC100288814	2	4	5	2	0	3
WWC3	2092	3292	2744	1189	687	1100
CLCN4	9708	15535	24931	10255	785	15308
MID1	11239	6819	3205	628	444	412
HCCS	995	1215	1292	1465	172	1404
ARHGAP6	85	434	155	226	152	187
AMELX	0	0	2	0	0	0
MSL3	3841	4926	6272	2211	444	2251
FRMPD4	7628	5944	12275	3660	173	7111
PRPS2	1649	1851	3297	1906	158	2658
TLR7	58	108	38	72	2	32
TLR8-AS1	0	0	0	0	0	0
TLR8	2	2	4	4	4	4
TMSB4X	102610	132334	129725	28962	12587	19478
FAM9C	2	7	8	2	0	2
LOC100093698	0	0	1	0	0	0
ATXN3L	0	5	2	0	0	0
LOC100133123	2	0	0	0	0	0
EGFL6	24	70	160	52	28	42
TCEANC	291	415	316	77	39	113
RAB9A	838	1172	839	992	385	543
TRAPPC2	3494	3856	3784	1141	324	1060
OFD1	3452	4392	2819	1480	395	845
GPM6B	20920	29723	27559	54245	23107	34096
GEMIN8	1650	2027	1759	830	301	540
GLRA2	15356	13194	11496	434	20	484
FANCB	232	314	140	33	14	25
MOSPD2	1297	1817	1552	1348	271	1074
ASB9	20	44	60	11	18	21
ASB11	0	1	2	2	0	0
PIGA	734	1011	790	627	248	339
PIR-FIGF	0	0	0	1	3	3
FIGF	2	0	6	1	6	9
PIR	27	44	28	164	117	55
BMX	6	6	14	14	12	16
ACE2	23	20	4	6	4	5
TMEM27	30	36	28	47	6	27
CA5BP1	707	792	767	470	162	386
CA5B	786	788	636	537	129	384
INE2	0	0	0	0	0	0
ZRSR2	1455	1612	1339	873	312	617
AP1S2	5584	5713	10400	3191	601	3315
GRPR	39	33	68	12	2	46
CTPS2	3100	3820	3079	692	298	384
S100G	0	5	4	0	0	0
SYAP1	2626	3436	3368	2610	711	2427
TXLNG	3086	3369	2631	1429	274	1536
RBBP7	5410	7186	6658	4743	1196	3684
REPS2	1341	2313	3168	8245	403	12763
NHS	685	1034	1530	666	341	918
MIR4768	1	2	1	5	1	0
SCML1	1249	1340	1186	824	376	548
RAI2	1708	2027	2379	931	233	707
BEND2	0	0	1	0	0	0
SCML2	1729	2266	1342	147	43	130
CDKL5	4334	3639	5924	225	51	2576
RS1	223	204	346	380	60	270
PPEF1	744	375	2147	494	42	757
LOC100132163	51	42	53	20	1	16
PHKA2	3594	3453	3094	722	296	803
GPR64	2189	433	1536	37	2	13
PDHA1	6547	7286	5926	4743	941	4017
MAP3K15	154	109	125	39	8	18
SH3KBP1	4740	4042	4894	3044	591	3878
CXorf23	5580	6410	7112	1010	377	876
LOC729609	0	4	8	0	0	0
MAP7D2	1933	2559	4458	7711	292	9311
MIR23C	3	12	16	4	0	15
EIF1AX	13269	14796	17017	8077	1580	8299
SCARNA9L	6	8	4	2	0	2
RPS6KA3	3823	4575	6660	2671	750	5102
